ip,country,city,latitude,longitude,flag
125.63.29.85,AU,Perth,-31.9558933,115.8605855,domestic
49.192.145.36,AU,Perth,-31.9558933,115.8605855,domestic
49.192.145.36,AU,Perth,-31.9558933,115.8605855,domestic
159.196.134.93,AU,Perth,-31.9558933,115.8605855,domestic
159.196.134.93,AU,Perth,-31.9558933,115.8605855,domestic
125.63.29.236,AU,Perth,-31.9558933,115.8605855,domestic
125.63.29.236,AU,Perth,-31.9558933,115.8605855,domestic
203.59.10.213,AU,Perth,-31.9558933,115.8605855,domestic
203.59.10.213,AU,Perth,-31.9558933,115.8605855,domestic
203.59.10.213,AU,Perth,-31.9558933,115.8605855,domestic
14.202.196.224,AU,Melbourne,-37.8142454,144.9631732,domestic
130.95.40.101,AU,Crawley,-31.9746305,115.8175988,domestic
121.217.65.86,AU,Perth,-31.9558933,115.8605855,domestic
220.235.82.193,AU,Perth,-31.9558933,115.8605855,domestic
121.217.65.86,AU,Perth,-31.9558933,115.8605855,domestic
125.63.25.222,AU,Claremont,-31.980291,115.7839988,domestic
125.63.25.222,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.3,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.3,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.85,AU,Claremont,-31.980291,115.7839988,domestic
125.63.29.66,AU,Perth,-31.9558933,115.8605855,domestic
101.185.220.100,AU,Perth,-31.9558933,115.8605855,domestic
101.185.220.100,AU,Perth,-31.9558933,115.8605855,domestic
58.64.14.199,TH,Ratchathewi (Khwaeng Samsen Nai),,,international
223.27.193.140,TH,Patong,7.8994173,98.30864523517414,international
130.95.254.127,AU,Claremont,-31.980291,115.7839988,domestic
130.95.40.100,AU,Crawley,-31.9746305,115.8175988,domestic
60.242.31.219,AU,Melbourne,-37.8142454,144.9631732,domestic
60.242.31.219,AU,Melbourne,-37.8142454,144.9631732,domestic
106.69.44.123,AU,North Dandalup,-32.5172772,115.9671541,domestic
106.69.44.123,AU,North Dandalup,-32.5172772,115.9671541,domestic
130.95.254.133,AU,Claremont,-31.980291,115.7839988,domestic
60.225.77.91,AU,Perth,-31.9558933,115.8605855,domestic
60.225.77.91,AU,Perth,-31.9558933,115.8605855,domestic
60.225.77.91,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.139,AU,Claremont,-31.980291,115.7839988,domestic
220.235.69.251,AU,Melbourne,-37.8142454,144.9631732,domestic
220.235.69.251,AU,Melbourne,-37.8142454,144.9631732,domestic
130.95.254.224,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.224,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.224,AU,Claremont,-31.980291,115.7839988,domestic
1.159.214.219,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.224,AU,Claremont,-31.980291,115.7839988,domestic
14.202.85.146,AU,Perth,-31.9558933,115.8605855,domestic
14.202.85.146,AU,Perth,-31.9558933,115.8605855,domestic
130.95.40.101,AU,Crawley,-31.9746305,115.8175988,domestic
130.95.40.101,AU,Crawley,-31.9746305,115.8175988,domestic
130.95.254.97,AU,Claremont,-31.980291,115.7839988,domestic
125.63.25.113,AU,Claremont,-31.980291,115.7839988,domestic
125.63.25.113,AU,Claremont,-31.980291,115.7839988,domestic
103.94.51.1,AU,Leinster,-27.9141349,120.6977266,domestic
130.95.254.168,AU,Claremont,-31.980291,115.7839988,domestic
120.16.81.255,AU,Bennett Springs,-31.8580515,115.9422606,domestic
120.16.81.255,AU,Bennett Springs,-31.8580515,115.9422606,domestic
130.95.254.80,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.80,AU,Claremont,-31.980291,115.7839988,domestic
130.95.40.101,AU,Crawley,-31.9746305,115.8175988,domestic
130.95.40.101,AU,Crawley,-31.9746305,115.8175988,domestic
130.95.40.101,AU,Crawley,-31.9746305,115.8175988,domestic
130.95.40.101,AU,Crawley,-31.9746305,115.8175988,domestic
130.95.254.74,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.21,AU,Claremont,-31.980291,115.7839988,domestic
203.63.76.174,AU,Sydney,-33.8698439,151.2082848,domestic
125.63.25.19,AU,Claremont,-31.980291,115.7839988,domestic
125.63.25.19,AU,Claremont,-31.980291,115.7839988,domestic
203.206.246.240,AU,Bennett Springs,-31.8580515,115.9422606,domestic
144.138.149.220,AU,Sydney,-33.8698439,151.2082848,domestic
49.255.51.131,AU,Bentley,-32.0084461,115.9065455,domestic
49.255.51.131,AU,Bentley,-32.0084461,115.9065455,domestic
49.255.51.131,AU,Bentley,-32.0084461,115.9065455,domestic
49.194.218.39,AU,Heathridge,-31.7585,115.7606,domestic
49.194.218.39,AU,Heathridge,-31.7585,115.7606,domestic
49.194.218.39,AU,Heathridge,-31.7585,115.7606,domestic
1.159.202.222,AU,Perth,-31.9558933,115.8605855,domestic
1.159.202.222,AU,Perth,-31.9558933,115.8605855,domestic
1.159.202.222,AU,Perth,-31.9558933,115.8605855,domestic
123.208.144.178,AU,Perth,-31.9558933,115.8605855,domestic
124.178.160.53,AU,Sydney,-33.8698439,151.2082848,domestic
1.126.110.252,AU,Broome,-17.9566909,122.2240181,domestic
1.126.110.252,AU,Broome,-17.9566909,122.2240181,domestic
202.7.181.84,AU,Melbourne,-37.8142454,144.9631732,domestic
180.150.81.58,AU,Leinster,-27.9141349,120.6977266,domestic
49.196.232.91,AU,Perth,-31.9558933,115.8605855,domestic
49.196.232.91,AU,Perth,-31.9558933,115.8605855,domestic
206.83.119.238,AU,Sydney,-33.8698439,151.2082848,domestic
206.83.119.238,AU,Sydney,-33.8698439,151.2082848,domestic
206.83.119.238,AU,Sydney,-33.8698439,151.2082848,domestic
125.63.25.99,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.10,AU,Claremont,-31.980291,115.7839988,domestic
120.149.93.215,AU,Perth,-31.9558933,115.8605855,domestic
14.202.241.154,AU,Melbourne,-37.8142454,144.9631732,domestic
14.202.241.154,AU,Melbourne,-37.8142454,144.9631732,domestic
14.202.241.154,AU,Melbourne,-37.8142454,144.9631732,domestic
220.244.69.211,AU,Melbourne,-37.8142454,144.9631732,domestic
180.150.88.209,AU,Leinster,-27.9141349,120.6977266,domestic
180.150.88.209,AU,Leinster,-27.9141349,120.6977266,domestic
130.95.254.58,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.58,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.71,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.58,AU,Claremont,-31.980291,115.7839988,domestic
130.95.40.101,AU,Crawley,-31.9746305,115.8175988,domestic
130.95.40.101,AU,Crawley,-31.9746305,115.8175988,domestic
180.150.81.184,AU,Leinster,-27.9141349,120.6977266,domestic
103.89.81.199,AU,Perth,-31.9558933,115.8605855,domestic
180.150.83.211,AU,Leinster,-27.9141349,120.6977266,domestic
180.150.83.211,AU,Leinster,-27.9141349,120.6977266,domestic
193.119.40.70,AU,Perth,-31.9558933,115.8605855,domestic
193.119.40.70,AU,Perth,-31.9558933,115.8605855,domestic
49.194.28.131,AU,Perth,-31.9558933,115.8605855,domestic
49.194.28.131,AU,Perth,-31.9558933,115.8605855,domestic
124.148.70.161,AU,Melbourne,-37.8142454,144.9631732,domestic
124.148.70.161,AU,Melbourne,-37.8142454,144.9631732,domestic
130.95.254.196,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.196,AU,Claremont,-31.980291,115.7839988,domestic
49.194.172.133,AU,Perth,-31.9558933,115.8605855,domestic
49.194.172.133,AU,Perth,-31.9558933,115.8605855,domestic
49.192.29.122,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.66,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.66,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.13,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.13,AU,Claremont,-31.980291,115.7839988,domestic
211.26.39.183,AU,Perth,-31.9558933,115.8605855,domestic
149.167.162.248,AU,Perth,-31.9558933,115.8605855,domestic
101.189.110.163,AU,Perth,-31.9558933,115.8605855,domestic
101.189.110.163,AU,Perth,-31.9558933,115.8605855,domestic
101.189.110.163,AU,Perth,-31.9558933,115.8605855,domestic
125.63.25.132,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.246,AU,Claremont,-31.980291,115.7839988,domestic
125.63.25.132,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.246,AU,Claremont,-31.980291,115.7839988,domestic
125.63.25.132,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.246,AU,Claremont,-31.980291,115.7839988,domestic
58.7.119.249,AU,Perth,-31.9558933,115.8605855,domestic
14.200.194.153,AU,Perth,-31.9558933,115.8605855,domestic
14.200.194.153,AU,Perth,-31.9558933,115.8605855,domestic
203.24.48.208,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.88,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.24,AU,Claremont,-31.980291,115.7839988,domestic
124.189.169.201,AU,Claremont,-31.980291,115.7839988,domestic
124.189.169.201,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.59,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.175,AU,Claremont,-31.980291,115.7839988,domestic
130.95.238.106,AU,Crawley,-31.9746305,115.8175988,domestic
106.69.7.51,AU,Perth,-31.9558933,115.8605855,domestic
130.95.238.106,AU,Crawley,-31.9746305,115.8175988,domestic
125.63.25.56,AU,Claremont,-31.980291,115.7839988,domestic
130.95.238.106,AU,Crawley,-31.9746305,115.8175988,domestic
130.95.254.215,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.135,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.135,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.135,AU,Claremont,-31.980291,115.7839988,domestic
120.16.118.58,AU,Perth,-31.9558933,115.8605855,domestic
49.192.219.188,AU,Perth,-31.9558933,115.8605855,domestic
49.192.219.188,AU,Perth,-31.9558933,115.8605855,domestic
130.95.40.101,AU,Crawley,-31.9746305,115.8175988,domestic
1.146.197.11,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.221,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.83,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.29,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.204,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.204,AU,Claremont,-31.980291,115.7839988,domestic
130.95.40.99,AU,Crawley,-31.9746305,115.8175988,domestic
101.189.44.161,AU,Karratha,-20.7370067,116.8478592,domestic
130.95.254.82,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.27,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.27,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.237,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.237,AU,Claremont,-31.980291,115.7839988,domestic
49.192.121.96,AU,Perth,-31.9558933,115.8605855,domestic
49.192.121.96,AU,Perth,-31.9558933,115.8605855,domestic
149.167.160.232,AU,Perth,-31.9558933,115.8605855,domestic
149.167.160.232,AU,Perth,-31.9558933,115.8605855,domestic
149.167.160.232,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.124,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.124,AU,Claremont,-31.980291,115.7839988,domestic
130.95.40.99,AU,Crawley,-31.9746305,115.8175988,domestic
130.95.40.99,AU,Crawley,-31.9746305,115.8175988,domestic
134.7.244.219,AU,Bentley,-32.0084461,115.9065455,domestic
134.7.244.219,AU,Bentley,-32.0084461,115.9065455,domestic
130.95.40.100,AU,Crawley,-31.9746305,115.8175988,domestic
49.196.81.128,AU,Perth,-31.9558933,115.8605855,domestic
220.244.184.16,AU,Perth,-31.9558933,115.8605855,domestic
49.196.81.128,AU,Perth,-31.9558933,115.8605855,domestic
220.244.184.16,AU,Perth,-31.9558933,115.8605855,domestic
220.158.190.205,AU,Maroubra,-33.9453441,151.2456824,domestic
125.63.25.232,AU,Claremont,-31.980291,115.7839988,domestic
125.63.25.232,AU,Claremont,-31.980291,115.7839988,domestic
120.16.188.62,AU,Perth,-31.9558933,115.8605855,domestic
120.16.188.62,AU,Perth,-31.9558933,115.8605855,domestic
60.225.2.241,AU,Perth,-31.9558933,115.8605855,domestic
60.225.2.241,AU,Perth,-31.9558933,115.8605855,domestic
121.200.35.81,AU,Perth,-31.9558933,115.8605855,domestic
121.200.35.81,AU,Perth,-31.9558933,115.8605855,domestic
120.16.97.31,AU,Perth,-31.9558933,115.8605855,domestic
125.63.29.186,AU,Perth,-31.9558933,115.8605855,domestic
130.95.254.222,AU,Claremont,-31.980291,115.7839988,domestic
130.95.254.222,AU,Claremont,-31.980291,115.7839988,domestic
58.7.92.219,AU,Melbourne,-37.8142454,144.9631732,domestic
58.7.92.219,AU,Melbourne,-37.8142454,144.9631732,domestic
125.63.25.14,AU,Claremont,-31.980291,115.7839988,domestic
125.63.25.14,AU,Claremont,-31.980291,115.7839988,domestic
114.198.10.141,AU,Perth,-31.9558933,115.8605855,domestic
114.198.10.141,AU,Perth,-31.9558933,115.8605855,domestic
58.175.82.3,AU,Perth,-31.9558933,115.8605855,domestic
58.175.82.3,AU,Perth,-31.9558933,115.8605855,domestic
138.217.254.89,AU,Sydney,-33.8698439,151.2082848,domestic
138.217.254.89,AU,Sydney,-33.8698439,151.2082848,domestic
